類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,公寓,WYA01050,大有里,臺北市大同區涼州街116號,"25.060459,121.509074",1,73,大同分局,
一般住宅,公寓,WYA01051,大有里,臺北市大同區環河北路一段313號,"25.059529,121.508618",1,80,大同分局,
一般住宅,大樓,WYA01052,大有里,臺北市大同區環河北路一段343號,"25.060258,121.508605",1,400,大同分局,
一般住宅,大樓,WYA01053,大有里,臺北市大同區迪化街一段238號,"25.060023,121.509328",1,320,大同分局,
一般住宅,大樓,WYA01054,大有里,臺北市大同區安西街54號,"25.059522,121.510019",1,170,大同分局,
一般住宅,公寓,WYA01055,大有里,臺北市大同區安西街9巷11號,"25.059559,121.51035",1,34,大同分局,
一般住宅,公寓,WYA01056,大有里,臺北市大同區民樂街136號,"25.059979,121.510436",1,34,大同分局,
一般住宅,公寓,WYA01057,大有里,臺北市大同區民樂街122號,"25.0596,121.510458",1,35,大同分局,
一般住宅,大樓,WYA01059,大有里,臺北市大同區延平北路二段210巷9弄6號,"25.05969,121.510785",1,110,大同分局,
一般住宅,大樓,WYA01060,大有里,臺北市大同區安西街43號,"25.060268,121.510018",1,352,大同分局,
一般住宅,大樓,WYA01063,大有里,臺北市大同區延平北路二段242號,"25.059996,121.511298",1,234,大同分局,
一般住宅,富貴世家,WYA01064,大有里,臺北市大同區涼州街90號,"25.060535,121.510319",3,106,大同分局,
一般住宅,大樓,WYA01064,大有里,臺北市大同區延平北路二段238號,"25.059902,121.511304",1,392,大同分局,
一般住宅,公寓,WYA01065,大有里,臺北市大同區延平北路二段250巷9號,"25.060196,121.510858",1,20,大同分局,
一般住宅,公寓,WYA01066,大有里,臺北市大同區延平北路二段220號,"25.059512,121.511326",1,73,大同分局,
一般住宅,大樓,WYA01067,大有里,臺北市大同區民樂街177號,"25.059449,121.510594",1,354,大同分局,
一般住宅,大樓,WYA01068,大有里,臺北市大同區涼州街66號,"25.060572,121.510959",1,162,大同分局,
一般住宅,大樓,WYA01069,大有里,臺北市大同區延平北路二段250巷258號,"25.060196,121.510858",1,260,大同分局,
一般住宅,大樓,WYA01070,大有里,臺北市大同區延平北路二段232號,"25.059773,121.511311",1,265,大同分局,
一般住宅,大樓,WYA01072,大有里,臺北市大同區延平北路二段228號,"25.059684,121.511315",1,210,大同分局,
一般住宅,大樓,WYA01074,大有里,臺北市大同區延平北路二段260號,"25.060504,121.511259",1,214,大同分局,
一般住宅,公寓,WYA01075,大有里,臺北市大同區涼州街64號,"25.060576,121.511011",1,76,大同分局,
一般住宅,公寓,WYA01076,大有里,臺北市大同區安西街20號,"25.058814,121.510105",1,57,大同分局,
一般住宅,大樓,WYA01077,大有里,臺北市大同區安西街26號,"25.058968,121.510095",1,174,大同分局,
一般住宅,大樓,WYA01078,大有里,臺北市大同區歸綏街301號,"25.058198,121.508874",1,410,大同分局,
一般住宅,大樓,WYA01079,大有里,臺北市大同區迪化街一段214號,"25.059291,121.509395",1,137,大同分局,
一般住宅,大樓,WYA01080,大有里,臺北市大同區環河北路一段269號,"25.058365,121.508565",2,443,大同分局,
一般住宅,大樓,WYA01081,大有里,臺北市大同區環河北路一段281號,"25.058886,121.508579",1,190,大同分局,
一般住宅,大樓,WYA01082,大有里,臺北市大同區環河北路一段295號,"25.059079,121.508594",1,925,大同分局,
一般住宅,大樓,WYA01084,大有里,臺北市大同區延平北路二段202號,"25.059035,121.511296",2,1241,大同分局,
一般住宅,大樓,WYA01085,大有里,臺北市大同區歸綏街233號,"25.058342,121.510965",1,485,大同分局,
一般住宅,大樓,WYA01086,大有里,臺北市大同區民樂街155號,"25.05863,121.510675",1,281,大同分局,
一般住宅,大樓,WYA01087,大有里,臺北市大同區延平北路二段144巷6號,"25.057601,121.511334",1,307,大同分局,
一般住宅,公寓,WYA01088,大有里,臺北市大同區民樂街111號,"25.057389,121.510666",1,101,大同分局,
一般住宅,大樓,WYA01094,大有里,臺北市大同區民生西路423巷3號,"25.05713,121.508893",1,308,大同分局,
一般住宅,大樓,WYA01095,大有里,臺北市大同區民生西路411號,"25.056981,121.509131",1,151,大同分局,
一般住宅,大樓,WYA01096,大有里,臺北市大同區迪化街一段147號,"25.058083,121.509761",1,171,大同分局,
一般住宅,大樓,WYA01098,大有里,臺北市大同區歸綏街242號,"25.058049,121.509096",1,304,大同分局,
一般住宅,公寓,WYA01099,大有里,臺北市大同區歸綏街240號,"25.058053,121.509125",1,71,大同分局,
一般住宅,大樓,WYA01101,大有里,臺北市大同區民生西路423巷21號,"25.057525,121.508803",1,1297,大同分局,
一般住宅,大樓,WYA01103,大有里,臺北市大同區民生西路423巷9號,"25.057214,121.508933",1,121,大同分局,
一般住宅,大樓,WYA01389,大有里,臺北市大同區延平北路二段124號,"25.057233,121.511466",2,331,大同分局,
一般住宅,大樓,WYA01403,大有里,臺北市大同區延平北路二段210巷1號,"25.059325,121.511169",1,103,大同分局,
一般住宅,大樓,WYA01404,大有里,臺北市大同區延平北路二段210巷9弄7號,"25.059757,121.510915",1,200,大同分局,
一般住宅,大樓,WYA01409,大有里,臺北市大同區歸綏街227號,"25.058353,121.511115",2,144,大同分局,
一般住宅,國泰第一公寓大廈,WYA01488,大有里,臺北市大同區延平北路二段210巷9弄6號,"25.05969,121.510785",1,352,大同分局,
一般住宅,親水硯公寓大廈,WYA01527,大有里,臺北市大同區環河北路一段313號,"25.059529,121.508618",1,350,大同分局,
一般住宅,民樂街157號公寓大廈A棟,WYA01562,大有里,臺北市大同區民樂街157號,"25.058675,121.510668",1,218,大同分局,
一般住宅,大樓,WYA01565,大有里,臺北市大同區安西街42號,"25.059394,121.510051",1,566,大同分局,
一般住宅,大樓,WYA01666,大有里,臺北市大同區延平北路二段168號,"25.0581917,121.5114074",1,232,大同分局,
一般住宅,公寓,WYA01190,民權里,臺北市大同區承德路二段164號,"25.060794,121.518081",1,66,大同分局,
一般住宅,公寓,WYA01207,民權里,臺北市大同區寧夏路110號,"25.059553,121.514658",1,88,大同分局,
一般住宅,大樓,WYA01212,民權里,臺北市大同區涼州街6號,"25.060748,121.514132",1,671,大同分局,
一般住宅,大樓,WYA01214,民權里,臺北市大同區重慶北路二段183號,"25.05992,121.513741",1,443,大同分局,
一般住宅,大樓,WYA01215,民權里,臺北市大同區重慶北路二段185號,"25.059992,121.513732",1,296,大同分局,
一般住宅,大樓,WYA01216,民權里,臺北市大同區保安街1-12號,"25.05964,121.514358",1,1077,大同分局,
一般住宅,公寓,WYA01217,民權里,臺北市大同區錦西街85號,"25.059742,121.515276",1,98,大同分局,
一般住宅,大樓,WYA01218,民權里,臺北市大同區保安街1-21號,"25.059767,121.514112",1,1448,大同分局,
一般住宅,公寓,WYA01221,民權里,臺北市大同區錦西街65巷34號,"25.060528,121.515064",1,64,大同分局,
一般住宅,公寓,WYA01223,民權里,臺北市大同區寧夏路121號,"25.060345,121.514598",1,44,大同分局,
一般住宅,大樓,WYA01226,民權里,臺北市大同區蘭州街10號,"25.061928,121.514186",1,606,大同分局,
一般住宅,公寓,WYA01228,民權里,臺北市大同區蘭州街18號,"25.062156,121.514289",1,22,大同分局,
一般住宅,公寓,WYA01229,民權里,臺北市大同區蘭州街15號,"25.062069,121.514404",1,20,大同分局,
一般住宅,公寓,WYA01231,民權里,臺北市大同區重慶北路二段229號,"25.061976,121.513732",1,40,大同分局,
一般住宅,公寓,WYA01233,民權里,臺北市大同區重慶北路二段233號,"25.062042,121.513732",1,46,大同分局,
一般住宅,公寓,WYA01234,民權里,臺北市大同區寧夏路155號,"25.06133,121.51428",2,42,大同分局,
一般住宅,公寓,WYA01235,民權里,臺北市大同區寧夏路157號,"25.06133,121.51428",1,28,大同分局,
一般住宅,公寓,WYA01236,民權里,臺北市大同區寧夏路161號,"25.061499,121.514233",1,27,大同分局,
一般住宅,公寓,WYA01237,民權里,臺北市大同區民權西路184巷42號,"25.061416,121.514601",1,81,大同分局,
一般住宅,大樓,WYA01243,民權里,臺北市大同區民權西路160巷28號,"25.061389,121.515861",1,153,大同分局,
一般住宅,大樓,WYA01244,民權里,臺北市大同區民權西路144巷5弄5號,"25.062386,121.51618",1,1313,大同分局,
一般住宅,大樓,WYA01245,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",2,1313,大同分局,
一般住宅,大樓,WYA01246,民權里,臺北市大同區民權西路146號,"25.062764,121.515811",2,1313,大同分局,
一般住宅,大樓,WYA01247,民權里,臺北市大同區民權西路144巷7號,"25.062116,121.515998",2,1313,大同分局,
一般住宅,大樓,WYA01248,民權里,臺北市大同區民權西路144巷13號,"25.061833,121.516006",2,1313,大同分局,
一般住宅,大樓,WYA01254,民權里,臺北市大同區民權西路144巷9號,"25.062047,121.516009",1,1161,大同分局,
一般住宅,大樓,WYA01255,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",3,322,大同分局,
一般住宅,大樓,WYA01256,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",1,1055,大同分局,
一般住宅,大樓,WYA01257,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",1,1688,大同分局,
一般住宅,大樓,WYA01258,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",1,1688,大同分局,
一般住宅,大樓,WYA01260,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",1,1688,大同分局,
一般住宅,大樓,WYA01261,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",3,3780,大同分局,
一般住宅,大樓,WYA01262,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",1,1688,大同分局,
一般住宅,大樓,WYA01263,民權里,臺北市大同區民權西路136號,"25.06275,121.516409",3,2800,大同分局,
一般住宅,公寓,WYA01264,民權里,臺北市大同區民權西路102巷4弄23號,"25.061681,121.517035",1,96,大同分局,
一般住宅,大樓,WYA01270,民權里,臺北市大同區民權西路104號,"25.062705,121.51752",1,140,大同分局,
一般住宅,公寓,WYA01272,民權里,臺北市大同區民權西路106號,"25.062722,121.517319",1,95,大同分局,
一般住宅,大樓,WYA01392,民權里,臺北市大同區承德路二段239號,"25.062495,121.518512",1,1714,大同分局,
一般住宅,大樓,WYA01411,民權里,臺北市大同區重慶北路二段241號,"25.062448,121.513793",4,1787,大同分局,
一般住宅,大樓,WYA01425,民權里,臺北市大同區寧夏路130號,"25.060383,121.514371",1,190,大同分局,
一般住宅,天禧名門公寓大廈,WYA01442,民權里,臺北市大同區寧夏路145號,"25.061053,121.514375",4,589,大同分局,
一般住宅,大樓,WYA01468,民權里,臺北市大同區承德路二段206-208號,"25.062366,121.518032",3,1404,大同分局,
一般住宅,第芬妮大樓,WYA01469,民權里,臺北市大同區民權西路120號,"25.062735,121.516814",2,318,大同分局,
一般住宅,國品大樓,WYA01491,民權里,臺北市大同區重慶北路二段195-3號,"25.06041,121.51371",1,493,大同分局,
一般住宅,湄雅之旅大廈,WYA01508,民權里,臺北市大同區民權西路122號,"25.062718,121.516657",1,89,大同分局,
一般住宅,華固千代田公寓大廈,WYA01528,民權里,臺北市大同區承德路二段168號,"25.061033,121.518028",1,1284,大同分局,
一般住宅,大樓,WYA01544,民權里,臺北市大同區民權西路108號B5,"25.062729,121.517126",5,615,大同分局,
一般住宅,首善,WYA01545,民權里,臺北市大同區涼州街2號,"25.060811,121.515804",4,1919,大同分局,
一般住宅,捷運36行館大樓,WYA01555,民權里,臺北市大同區寧夏路161號,"25.061499,121.514233",1,402,大同分局,
一般住宅,淞暘開泰公寓大廈,WYA01597,民權里,臺北市大同區寧夏路126號,"25.060236,121.514394",1,161,大同分局,
一般住宅,大樓,WYA01599,民權里,臺北市大同區民權西路128號,"25.062707,121.516543",1,128,大同分局,
一般住宅,天好韻社區A棟,WYA01626,民權里,臺北市大同區重慶北路二段175-1號,"25.059577,121.513763",1、2,163,大同分局,
一般住宅,大樓,WYA01647,民權里,臺北市大同區重慶北路二段225號,"25.061696,121.513724",1,206,大同分局,
一般住宅,大樓,WYA01648,民權里,臺北市大同區民權西路160巷18弄2號,"25.062144,121.51554",1,2131,大同分局,
一般住宅,大樓,WYA00809,永樂里,臺北市大同區長安西路251號,"25.052129,121.511121",1,187,大同分局,
一般住宅,大樓,WYA00810,永樂里,臺北市大同區長安西路261號,"25.052126,121.510926",1,157,大同分局,
一般住宅,公寓,WYA00812,永樂里,臺北市大同區塔城街43號,"25.052527,121.510493",1,52,大同分局,
一般住宅,大樓,WYA00813,永樂里,臺北市大同區甘谷街26號,"25.052772,121.510876",1,542,大同分局,
一般住宅,大樓,WYA00814,永樂里,臺北市大同區民生西路394號,"25.056819,121.509496",1,140,大同分局,
一般住宅,公寓,WYA00815,永樂里,臺北市大同區甘谷街8號,"25.052744,121.511467",1,58,大同分局,
一般住宅,大樓,WYA00816,永樂里,臺北市大同區甘谷街12-14號,"25.052748,121.511358",1,361,大同分局,
一般住宅,大樓,WYA00817,永樂里,臺北市大同區塔城街37號,"25.052364,121.51051",1,290,大同分局,
一般住宅,公寓,WYA00818,永樂里,臺北市大同區塔城街53號,"25.052793,121.510465",1,38,大同分局,
一般住宅,大樓,WYA00819,永樂里,臺北市大同區延平北路一段92-1號,"25.052434,121.511758",1,317,大同分局,
一般住宅,大樓,WYA00820,永樂里,臺北市大同區延平北路一段102號,"25.052624,121.511748",1,525,大同分局,
一般住宅,大樓,WYA00821,永樂里,臺北市大同區甘谷街22-24號,"25.052757,121.511104",1,622,大同分局,
一般住宅,大樓,WYA00822,永樂里,臺北市大同區長安西路265號,"25.052123,121.510818",1,323,大同分局,
一般住宅,大樓,WYA00823,永樂里,臺北市大同區長安西路257號,"25.052128,121.511039",1,283,大同分局,
一般住宅,公寓,WYA00824,永樂里,臺北市大同區長安西路247號,"25.052132,121.51124",1,66,大同分局,
一般住宅,大樓,WYA00825,永樂里,臺北市大同區南京西路362號,"25.05373,121.511017",1,646,大同分局,
一般住宅,大樓,WYA00826,永樂里,臺北市大同區延平北路一段152號,"25.053763,121.511658",1,98,大同分局,
一般住宅,大樓,WYA00827,永樂里,臺北市大同區甘谷街23-35號,"25.053003,121.51098",1,534,大同分局,
一般住宅,大樓,WYA00829,永樂里,臺北市大同區南京西路217號,"25.053349,121.516547",1,124,大同分局,
一般住宅,公寓,WYA00830,永樂里,臺北市大同區南京西路201號,"25.053958,121.511402",1,83,大同分局,
一般住宅,大樓,WYA00831,永樂里,臺北市大同區南京西路199-1號,"25.053961,121.511444",1,215,大同分局,
一般住宅,公寓,WYA00833,永樂里,臺北市大同區延平北路二段36巷2號,"25.05487,121.511564",1,24,大同分局,
一般住宅,大樓,WYA00834,永樂里,臺北市大同區延平北路二段90號,"25.056452,121.511521",1,123,大同分局,
一般住宅,大樓,WYA00835,永樂里,臺北市大同區民生西路364-370號,"25.056837,121.510452",1,382,大同分局,
一般住宅,公寓,WYA00836,永樂里,臺北市大同區民生西路362巷20號,"25.056339,121.510521",1,44,大同分局,
一般住宅,大樓,WYA00837,永樂里,臺北市大同區延平北路二段96號,"25.056516,121.511517",2,1221,大同分局,
一般住宅,大樓,WYA00838,永樂里,臺北市大同區延平北路二段60巷7-13號,"25.055453,121.5113",1,453,大同分局,
一般住宅,大樓,WYA00841,永樂里,臺北市大同區民樂街77號,"25.055948,121.510943",1,155,大同分局,
一般住宅,公寓,WYA00842,永樂里,臺北市大同區民生西路326號,"25.056861,121.511321",1,18,大同分局,
一般住宅,大樓,WYA00844,永樂里,臺北市大同區南京西路352號,"25.05374,121.511267",1,150,大同分局,
一般住宅,大樓,WYA00845,永樂里,臺北市大同區南京西路348號,"25.053758,121.511444",1,286,大同分局,
一般住宅,大樓,WYA00846,永樂里,臺北市大同區迪化街一段63號,"25.055779,121.510101",1,1056,大同分局,
一般住宅,大樓,WYA00847,永樂里,臺北市大同區迪化街一段89-91號,"25.056445,121.509945",1,133,大同分局,
一般住宅,公寓,WYA00848,永樂里,臺北市大同區民樂街44號,"25.05668,121.510782",1,50,大同分局,
一般住宅,公寓,WYA00849,永樂里,臺北市大同區南京西路205-209號,"25.053946,121.511224",1,23,大同分局,
一般住宅,大樓,WYA00850,永樂里,臺北市大同區南京西路211號,"25.05394,121.511135",1,295,大同分局,
一般住宅,大樓,WYA00851,永樂里,臺北市大同區民生西路404號,"25.056812,121.509248",1,140,大同分局,
一般住宅,公寓,WYA00852,永樂里,臺北市大同區西寧北路91號,"25.056564,121.509103",1,85,大同分局,
一般住宅,大樓,WYA00853,永樂里,臺北市大同區西寧北路83號,"25.056035,121.509072",1,833,大同分局,
一般住宅,大樓,WYA00854,永樂里,臺北市大同區迪化街一段46巷3號,"25.055043,121.50973",1,464,大同分局,
一般住宅,大樓,WYA00855,永樂里,臺北市大同區長安西路263號,"25.052125,121.510872",1,140,大同分局,
一般住宅,大樓,WYA00857,永樂里,臺北市大同區西寧北路83號,"25.056035,121.509072",1,833,大同分局,
一般住宅,大樓,WYA00858,永樂里,臺北市大同區迪化街一段46巷17弄2號,"25.055126,121.509361",1,217,大同分局,
一般住宅,大樓,WYA00859,永樂里,臺北市大同區西寧北路69號,"25.055125,121.509005",1,166,大同分局,
一般住宅,大樓,WYA00860,永樂里,臺北市大同區迪化街一段48號,"25.055046,121.509777",1,287,大同分局,
一般住宅,公寓,WYA00861,永樂里,臺北市大同區迪化街一段46巷9號,"25.055026,121.509677",1,37,大同分局,
一般住宅,大樓,WYA00862,永樂里,臺北市大同區西寧北路81號,"25.055916,121.509071",1,281,大同分局,
一般住宅,大樓,WYA00863,永樂里,臺北市大同區迪化街一段46巷1號,"25.05497,121.509933",1,172,大同分局,
一般住宅,大樓,WYA00864,永樂里,臺北市大同區迪化街一段104號,"25.056405,121.509843",1,135,大同分局,
一般住宅,公寓,WYA00866,永樂里,臺北市大同區西寧北路91號,"25.056564,121.509103",1,85,大同分局,
一般住宅,大樓,WYA00868,永樂里,臺北市大同區貴德街75號,"25.05627,121.508444",1,111,大同分局,
一般住宅,大樓,WYA00869,永樂里,臺北市大同區貴德街65號,"25.055655,121.508432",1,153,大同分局,
一般住宅,公寓,WYA00870,永樂里,臺北市大同區貴德街63號,"25.055588,121.508433",1,63,大同分局,
一般住宅,大樓,WYA00872,永樂里,臺北市大同區貴德街89號,"25.05663,121.508442",1,141,大同分局,
一般住宅,大樓,WYA00873,永樂里,臺北市大同區西寧北路130號,"25.056664,121.508875",1,268,大同分局,
一般住宅,公寓,WYA00874,永樂里,臺北市大同區西寧北路128號,"25.056563,121.508878",1,51,大同分局,
一般住宅,大樓,WYA00875,永樂里,臺北市大同區貴德街77號,"25.056327,121.508446",1,296,大同分局,
一般住宅,大樓,WYA00876,永樂里,臺北市大同區貴德街58號,"25.055963,121.508318",1,411,大同分局,
一般住宅,大樓,WYA00877,永樂里,臺北市大同區民生西路432號,"25.056756,121.508478",1,141,大同分局,
一般住宅,大樓,WYA00878,永樂里,臺北市大同區西寧北路112號,"25.05611,121.508861",1,321,大同分局,
一般住宅,大樓,WYA00879,永樂里,臺北市大同區西寧北路120號,"25.05636,121.508872",1,160,大同分局,
一般住宅,大樓,WYA00880,永樂里,臺北市大同區貴德街46巷2-6號,"25.055187,121.5081",1,196,大同分局,
一般住宅,大樓,WYA00881,永樂里,臺北市大同區貴德街34號,"25.05405,121.508135",1,37,大同分局,
一般住宅,大樓,WYA00882,永樂里,臺北市大同區貴德街38號,"25.054493,121.508216",1,1086,大同分局,
一般住宅,大樓,WYA00883,永樂里,臺北市大同區南京西路315號,"25.053643,121.508089",1,295,大同分局,
一般住宅,大樓,WYA00884,永樂里,臺北市大同區西寧北路92號,"25.055503,121.50881",1,456,大同分局,
一般住宅,大樓,WYA00885,永樂里,臺北市大同區西寧北路124號,"25.056457,121.508874",1,221,大同分局,
一般住宅,公寓,WYA00886,永樂里,臺北市大同區西寧北路128號,"25.056563,121.508878",1,74,大同分局,
一般住宅,大樓,WYA00887,永樂里,臺北市大同區貴德街36巷2號,"25.054389,121.508009",1,1170,大同分局,
一般住宅,大樓,WYA00888,永樂里,臺北市大同區南京西路319號,"25.053685,121.507941",1,681,大同分局,
一般住宅,大樓,WYA00889,永樂里,臺北市大同區環河北路一段139號,"25.05438,121.507735",1,151,大同分局,
一般住宅,公寓,WYA00890,永樂里,臺北市大同區環河北路一段125號,"25.054154,121.507852",1,55,大同分局,
一般住宅,公寓,WYA00891,永樂里,臺北市大同區西寧北路68-1號,"25.053595,121.508596",1,50,大同分局,
一般住宅,大樓,WYA00892,永樂里,臺北市大同區西寧北路70號,"25.05384,121.508636",1,320,大同分局,
一般住宅,大樓,WYA00893,永樂里,臺北市大同區西寧北路71號,"25.055154,121.509009",1,183,大同分局,
一般住宅,大樓,WYA00894,永樂里,臺北市大同區西寧北路72號,"25.054092,121.508623",1,183,大同分局,
一般住宅,大樓,WYA00895,永樂里,臺北市大同區西寧北路80號,"25.054494,121.508673",1,424,大同分局,
一般住宅,大樓,WYA00896,永樂里,臺北市大同區西寧北路78號,"25.05443,121.508688",1,785,大同分局,
一般住宅,大樓,WYA00899,永樂里,臺北市大同區迪化街一段32巷15號,"25.054561,121.509336",1,218,大同分局,
一般住宅,大樓,WYA00900,永樂里,臺北市大同區西寧北路82-6號,"25.054824,121.50875",1,161,大同分局,
一般住宅,公寓,WYA00901,永樂里,臺北市大同區迪化街一段32巷13號,"25.054558,121.509409",1,179,大同分局,
一般住宅,大樓,WYA00902,永樂里,臺北市大同區迪化街一段32巷10-12號,"25.054514,121.509711",1,43,大同分局,
一般住宅,公寓,WYA00903,永樂里,臺北市大同區南京西路293巷27弄1號,"25.054243,121.509293",1,70,大同分局,
一般住宅,大樓,WYA00905,永樂里,臺北市大同區南京西路239巷35號,"25.053785,121.50909",1,172,大同分局,
一般住宅,大樓,WYA00906,永樂里,臺北市大同區南京西路239巷33號,"25.053781,121.509147",1,233,大同分局,
一般住宅,大樓,WYA00907,永樂里,臺北市大同區南京西路239巷27號,"25.053766,121.509322",1,222,大同分局,
一般住宅,大樓,WYA00908,永樂里,臺北市大同區西寧北路55號,"25.054413,121.508925",1,280,大同分局,
一般住宅,大樓,WYA00909,永樂里,臺北市大同區西寧北路61號,"25.054573,121.508944",1,246,大同分局,
一般住宅,大樓,WYA00910,永樂里,臺北市大同區西寧北路35號,"25.053577,121.50883",1,515,大同分局,
一般住宅,大樓,WYA01343,永樂里,臺北市大同區甘谷街16號,"25.052755,121.511208",1,436,大同分局,
一般住宅,大樓,WYA01349,永樂里,臺北市大同區西寧北路63號,"25.054645,121.508951",1,261,大同分局,
一般住宅,大樓,WYA01408,永樂里,臺北市大同區長安西路235-239號,"25.052137,121.511537",2,653,大同分局,
一般住宅,大樓,WYA01487,永樂里,臺北市大同區貴德街83號,"25.056446,121.508427",1,351,大同分局,
一般住宅,常殷觀天廈,WYA01518,永樂里,臺北市大同區延平北路一段132號,"25.053436,121.51169",1,702,大同分局,
一般住宅,大稻上埕公寓大廈,WYA01530,永樂里,臺北市大同區延平北路二段80號,"25.055944,121.511534",1,995,大同分局,
一般住宅,大樓,WYA01560,永樂里,臺北市大同區南京西路311號,"25.05364,121.508239",1,138,大同分局,
一般住宅,公寓,WYA01605,永樂里,臺北市大同區迪化街一段85號,"25.056372,121.509953",1,204,大同分局,
一般住宅,常殷峰澤社區,WYA01636,永樂里,臺北市大同區延平北路一段108號,"25.052865,121.511187",1,1690,大同分局,
一般住宅,大樓,WYA00911,玉泉里,臺北市大同區塔城街64-66號,"25.05291,121.510232",1,588,大同分局,
一般住宅,大樓,WYA00912,玉泉里,臺北市大同區南京西路410號,"25.05318,121.509711",1,384,大同分局,
一般住宅,大樓,WYA00913,玉泉里,臺北市大同區南京西路406號,"25.053203,121.509851",1,1056,大同分局,
一般住宅,大樓,WYA00914,玉泉里,臺北市大同區南京西路412巷5號,"25.052797,121.509456",1,457,大同分局,
一般住宅,大樓,WYA00916,玉泉里,臺北市大同區長安西路287號,"25.052106,121.509474",1,602,大同分局,
一般住宅,大樓,WYA00917,玉泉里,臺北市大同區長安西路287-2號,"25.052164,121.509696",1,602,大同分局,
一般住宅,大樓,WYA00918,玉泉里,臺北市大同區長安西路291號,"25.052104,121.508951",1,283,大同分局,
一般住宅,大樓,WYA00919,玉泉里,臺北市大同區南京西路436號,"25.05328,121.508813",1,138,大同分局,
一般住宅,大樓,WYA00920,玉泉里,臺北市大同區長安西路289號,"25.052098,121.509314",1,1111,大同分局,
一般住宅,大樓,WYA00934,玉泉里,臺北市大同區長安西路342-1號,"25.051939,121.510161",1,279,大同分局,
一般住宅,大樓,WYA00935,玉泉里,臺北市大同區塔城街36號,"25.051561,121.510354",1,746,大同分局,
一般住宅,大樓,WYA00938,玉泉里,臺北市大同區長安西路342號,"25.051939,121.51024",1,446,大同分局,
一般住宅,大樓,WYA00940,玉泉里,臺北市大同區延平北路一段46號,"25.051082,121.511841",1,235,大同分局,
一般住宅,大樓,WYA00941,玉泉里,臺北市大同區延平北路一段50-54號,"25.051214,121.511835",1,347,大同分局,
一般住宅,大樓,WYA00943,玉泉里,臺北市大同區延平北路一段60號,"25.051459,121.511821",1,225,大同分局,
一般住宅,大樓,WYA00944,玉泉里,臺北市大同區延平北路一段64號,"25.051518,121.511819",1,287,大同分局,
一般住宅,公寓,WYA00948,玉泉里,臺北市大同區延平北路一段66巷5-1號,"25.051597,121.511534",1,75,大同分局,
一般住宅,大樓,WYA00949,玉泉里,臺北市大同區延平北路一段66巷9號,"25.051594,121.511414",1,57,大同分局,
一般住宅,大樓,WYA00958,玉泉里,臺北市大同區鄭州路119號,"25.050319,121.51097",1,1326,大同分局,
一般住宅,大樓,WYA00959,玉泉里,臺北市大同區延平北路一段22號,"25.050533,121.511888",1,715,大同分局,
一般住宅,大樓,WYA00961,玉泉里,臺北市大同區鄭州路137號,"25.050446,121.510137",1,1036,大同分局,
一般住宅,大樓,WYA00967,玉泉里,臺北市大同區環河北路一段79號,"25.052937,121.507469",1,135,大同分局,
一般住宅,大樓,WYA00968,玉泉里,臺北市大同區貴德街12號,"25.052803,121.507884",1,737,大同分局,
一般住宅,大樓,WYA00972,玉泉里,臺北市大同區西寧北路52號,"25.05224,121.508427",1,136,大同分局,
一般住宅,大樓,WYA00973,玉泉里,臺北市大同區西寧北路56號,"25.052523,121.508463",1,448,大同分局,
一般住宅,大樓,WYA00974,玉泉里,臺北市大同區貴德街6號,"25.052519,121.508018",1,292,大同分局,
一般住宅,大樓,WYA00975,玉泉里,臺北市大同區貴德街8號,"25.052696,121.508038",1,292,大同分局,
一般住宅,大樓,WYA00976,玉泉里,臺北市大同區貴德街14號,"25.052906,121.508033",1,117,大同分局,
一般住宅,大樓,WYA00978,玉泉里,臺北市大同區長安西路301-1號,"25.052318,121.507819",1,342,大同分局,
一般住宅,大樓,WYA00979,玉泉里,臺北市大同區長安西路303號,"25.052384,121.507637",1,664,大同分局,
一般住宅,大樓,WYA00980,玉泉里,臺北市大同區南京西路440號,"25.05328,121.508813",1,153,大同分局,
一般住宅,大樓,WYA00981,玉泉里,臺北市大同區環河北路一段87-91號,"25.053034,121.507668",1,190,大同分局,
一般住宅,大樓,WYA00982,玉泉里,臺北市大同區南京西路462號,"25.053588,121.507656",1,777,大同分局,
一般住宅,大樓,WYA00983,玉泉里,臺北市大同區西寧北路62-5號,"25.053014,121.508529",1,416,大同分局,
一般住宅,大樓,WYA00984,玉泉里,臺北市大同區西寧北路62號,"25.052638,121.508478",1,444,大同分局,
一般住宅,大樓,WYA00985,玉泉里,臺北市大同區貴德街20號,"25.05326,121.508087",2,321,大同分局,
一般住宅,大樓,WYA01341,玉泉里,臺北市大同區延平北路一段2號,"25.048679,121.51133",1,140,大同分局,
一般住宅,大樓,WYA01345,玉泉里,臺北市大同區延平北路一段38號,"25.050872,121.51186",1,345,大同分局,
