類別,建築物名稱,電腦編號,村里別,地址,緯經度,地下樓層數,可容納人數,轄管分局,備註
一般住宅,大樓,WOA01492,東門里,臺北市中正區仁愛路一段18巷17號,"25.03799,121.521756",1,544,中正第一分局,
一般住宅,大樓,WOA00394,東門里,臺北市中正區信義路一段5號,"25.036868,121.521968",1,1880,中正第一分局,
一般住宅,大樓,WOA00330,東門里,臺北市中正區林森南路101號,"25.037883,121.521476",1,330,中正第一分局,
一般住宅,大樓,WOA01144,東門里,臺北市中正區信義路一段5號,"25.036868,121.521968",1,1175,中正第一分局,
一般住宅,大樓,WOA01303,東門里,臺北市中正區林森南路105之5號,"25.037731,121.521727",1,162,中正第一分局,
一般住宅,大樓,WOA01322,東門里,臺北市中正區仁愛路一段18巷18號,"25.03799,121.521756",1,145,中正第一分局,
一般住宅,大樓,WOA00395,東門里,臺北市中正區信義路一段9號,"25.036752,121.522215",1,1507,中正第一分局,
一般住宅,公寓,WOA00478,東門里,臺北市中正區徐州路18巷8號,"25.040478,121.522768",1,23,中正第一分局,
一般住宅,公寓,WOA01489,東門里,臺北市中正區仁愛路一段23巷8號,"25.03999,121.523267",1、2,88,中正第一分局,
一般住宅,公寓,WOA00045,東門里,臺北市中正區仁愛路一段23巷10號,"25.040248,121.523244",1,26,中正第一分局,
一般住宅,公寓,WOA00047,東門里,臺北市中正區仁愛路一段23巷25號,"25.040185,121.52339",1,32,中正第一分局,
一般住宅,公寓,WOA00048,東門里,臺北市中正區仁愛路一段23巷27號,"25.040226,121.523369",1,218,中正第一分局,
一般住宅,公寓,WOA00336,東門里,臺北市中正區林森南路61巷7號,"25.039838,121.522458",1,36,中正第一分局,
一般住宅,大樓,WOA01320,東門里,臺北市中正區徐州路6號,"25.040706,121.522767",1,423,中正第一分局,
一般住宅,公寓(電腦編號重複),WOB00474,東門里,臺北市中正區林森南路61巷15弄2號,"25.039919,121.522747",1,31,中正第一分局,
一般住宅,公寓,WOA00338,東門里,臺北市中正區林森南路61巷15弄3號,"25.040088,121.522887",1,67,中正第一分局,
一般住宅,公寓,WOA00474,東門里,臺北市中正區徐州路18巷19之2號,"25.040084,121.522311",1,64,中正第一分局,
一般住宅,公寓,WOA00044,東門里,臺北市中正區仁愛路一段23巷1號,"25.039231,121.523151",1,66,中正第一分局,
一般住宅,公寓,WOA00282,東門里,臺北市中正區杭州南路一段14巷15號,"25.039822,121.524361",1,338,中正第一分局,
一般住宅,公寓,WOA00498,東門里,臺北市中正區紹興南街18-15號,"25.039777,121.52365",1,213,中正第一分局,
一般住宅,公寓,WOA00499,東門里,臺北市中正區紹興南街18-9號,"25.039836,121.523669",1,264,中正第一分局,
一般住宅,公寓,WOA00500,東門里,臺北市中正區紹興南街20號,"25.039639,121.523582",1,100,中正第一分局,
一般住宅,公寓,WOA00504,東門里,臺北市中正區紹興南街6號,"25.041716,121.524204",1,395,中正第一分局,
一般住宅,公寓,WOA00505,東門里,臺北市中正區紹興南街16巷2號,"25.040013,121.523591",1,30,中正第一分局,
一般住宅,公寓,WOA01153,東門里,臺北市中正區紹興南街18之9號,"25.039836,121.523669",1,115,中正第一分局,
一般住宅,公寓,WOA01154,東門里,臺北市中正區紹興南街20號,"25.039639,121.523582",1,66,中正第一分局,
一般住宅,公寓,WOA01157,東門里,臺北市中正區杭州南路一段14巷17號,"25.039856,121.524214",1,116,中正第一分局,
一般住宅,公寓,WOA01158,東門里,臺北市中正區林森南路61巷25號,"25.039573,121.52349",1,66,中正第一分局,
一般住宅,公寓,WOA01159,東門里,臺北市中正區紹興南街16巷2號,"25.040013,121.523591",1,66,中正第一分局,
一般住宅,公寓,WOA00032,東門里,臺北市中正區仁愛路一段2之4號,"25.03862,121.520741",1,151,中正第一分局,
一般住宅,公寓,WOA00041,東門里,臺北市中正區仁愛路一段18巷3號,"25.038329,121.522042",1,212,中正第一分局,
一般住宅,大樓,WOA00692,東門里,臺北市中正區濟南路一段6號,"25.042417,121.521837",1,3324,中正第一分局,
一般住宅,大樓,WOA01145,東門里,臺北市中正區仁愛路一段42號,"25.038153,121.523816",1,1562,中正第一分局,
一般住宅,大樓,WOA01366,東門里,臺北市中正區杭州南路一段24號,"25.037572,121.524705",1,2542,中正第一分局,
一般住宅,大樓,WOA01490,東門里,臺北市中正區林森南路71號,"25.039688,121.521983",1,329,中正第一分局,
一般住宅,大樓,WOA01494,東門里,臺北市中正區林森南路97號,"25.038117,121.521561",1,255,中正第一分局,
一般住宅,公寓,WOA00339,東門里,臺北市中正區林森南路99巷11號,"25.037875,121.522029",1,28,中正第一分局,
一般住宅,大樓,WOA00900,東門里,臺北市中正區信義路一段21之3號,"25.036451,121.523261",3,4784,中正第一分局,
一般住宅,大樓,WOA00466,東門里,臺北市中正區徐州路2號,"25.041027,121.521522",1,268,中正第一分局,
一般住宅,大樓,WOA01339,東門里,臺北市中正區杭州南路一段12號,"25.040009,121.525461",1、2,771,中正第一分局,
一般住宅,大樓,WOA00659,建國里,臺北市中正區衡陽路36號,"25.042197,121.512497",3,500,中正第一分局,
一般住宅,大樓,WOA00864,建國里,臺北市中正區寶慶路35號,"25.041492,121.510296",1,225,中正第一分局,
一般住宅,大樓,WOA00865,建國里,臺北市中正區寶慶路37號,"25.041657,121.5102",2,502,中正第一分局,
一般住宅,大樓,WOA01253,建國里,臺北市中正區寶慶路25-1號,"25.041419,121.510897",1,833,中正第一分局,
一般住宅,大樓,WOA01367,建國里,臺北市中正區愛國西路15號,"25.037379,121.507591",1,352,中正第一分局,
一般住宅,大樓,WOA01440,建國里,臺北市中正區中華路一段93號,"25.037883,121.507482",1,338,中正第一分局,
一般住宅,大樓,WOA01242,建國里,臺北市中正區中華路一段59號,"25.041335,121.508529",2,709,中正第一分局,
一般住宅,大樓,WOA01376,建國里,臺北市中正區中華路一段95巷2號,"25.037582,121.507696",1,68,中正第一分局,
一般住宅,大樓,WOA01255,建國里,臺北市中正區桃源街5-13號,"25.041903,121.510572",1,304,中正第一分局,
一般住宅,大樓,WOA01256,建國里,臺北市中正區桃源街1號,"25.042083,121.510596",1,240,中正第一分局,
一般住宅,大樓,WOA00661,建國里,臺北市中正區衡陽路52號,"25.042186,121.512105",1,300,中正第一分局,
一般住宅,大樓,WOA01462,建國里,臺北市中正區衡陽路26號,"25.042207,121.512863",1,251,中正第一分局,
一般住宅,大樓,WOA01380,建國里,臺北市中正區衡陽路108號,"25.042117,121.510024",1、2、3,223,中正第一分局,
一般住宅,大樓,WOA01471,建國里,臺北市中正區中華路一段57號,"25.041598,121.508573",1,620,中正第一分局,
一般住宅,大樓,WOA01481,建國里,臺北市中正區延平南路150號,"25.038616,121.508461",1,852,中正第一分局,
一般住宅,大樓,WOA01310,建國里,臺北市中正區中華路一段77號,"25.038944,121.507782",1,468,中正第一分局,
一般住宅,大樓,WOA01245,建國里,臺北市中正區愛國西路9號,"25.037268,121.507831",1,949,中正第一分局,
一般住宅,大樓,WOA00139,建國里,臺北市中正區延平南路127號,"25.038423,121.508621",1,804,中正第一分局,
一般住宅,大樓,WOA01279,建國里,臺北市中正區貴陽街一段56號,"25.0389,121.509908",2,2085,中正第一分局,
一般住宅,大樓,WOA01302,建國里,臺北市中正區延平南路129巷,"25.038056,121.509169",1,965,中正第一分局,
一般住宅,大樓,WOA00545,建國里,臺北市中正區貴陽街一段58號,"25.038865,121.509348",1,642,中正第一分局,
一般住宅,大樓,WOA00492,梅花里,臺北市中正區紹興北街37號,"25.045449,121.525544",1,1571,中正第一分局,
一般住宅,大樓,WOA01286,梅花里,臺北市中正區北平東路30之1號,"25.045636,121.526303",3,800,中正第一分局,
一般住宅,大樓,WOA00883,梅花里,臺北市中正區北平東路22號,"25.045952,121.525007",1,823,中正第一分局,
一般住宅,大樓,WOA01261,梅花里,臺北市中正區北平東路12號,"25.04604,121.524472",2,240,中正第一分局,
一般住宅,大樓,WOA00120,梅花里,臺北市中正區天津街11巷2弄2號,"25.047419,121.522542",1,83,中正第一分局,
一般住宅,大樓,WOA00121,梅花里,臺北市中正區天津街11巷2弄3號,"25.047321,121.522668",1,80,中正第一分局,
一般住宅,大樓,WOA00225,梅花里,臺北市中正區杭州北路28號,"25.045369,121.527145",1,365,中正第一分局,
一般住宅,大樓,WOA00884,梅花里,臺北市中正區北平東路28-1號,"25.045862,121.525379",3,382,中正第一分局,
一般住宅,大樓,WOA00125,梅花里,臺北市中正區北平東路16號,"25.046006,121.524627",3,340,中正第一分局,
一般住宅,公寓,WOA00119,梅花里,臺北市中正區天津街9號,"25.047429,121.522366",1,45,中正第一分局,
一般住宅,大樓,WOA00132,梅花里,臺北市中正區北平東路9號,"25.046564,121.523386",1,122,中正第一分局,
一般住宅,大樓,WOA00128,梅花里,臺北市中正區北平東路28號,"25.045862,121.525379",1,230,中正第一分局,
一般住宅,大樓,WOA00177,梅花里,臺北市中正區忠孝東路一段13號,"25.044841,121.524056",1,144,中正第一分局,
一般住宅,大樓,WOA00179,梅花里,臺北市中正區忠孝東路一段15號,"25.044824,121.524123",1,82,中正第一分局,
一般住宅,大樓,WOA00186,梅花里,臺北市中正區忠孝東路一段23號,"25.044746,121.524668",1,690,中正第一分局,
一般住宅,大樓,WOA00187,梅花里,臺北市中正區忠孝東路一段23號,"25.044746,121.524668",1,690,中正第一分局,
一般住宅,大樓,WOA00200,梅花里,臺北市中正區忠孝東路一段9號,"25.044933,121.52367",1,288,中正第一分局,
一般住宅,大樓,WOA00314,梅花里,臺北市中正區林森北路5巷11號,"25.045216,121.524289",1,294,中正第一分局,
一般住宅,大樓,WOA00315,梅花里,臺北市中正區林森北路5巷6號,"25.045199,121.523919",1,448,中正第一分局,
一般住宅,大樓,WOA00317,梅花里,臺北市中正區林森北路9巷10號,"25.045546,121.524372",1,254,中正第一分局,
一般住宅,大樓,WOA00319,梅花里,臺北市中正區林森北路9巷12號,"25.04558,121.524467",1,463,中正第一分局,
一般住宅,大樓,WOA00320,梅花里,臺北市中正區林森北路9巷15號,"25.045659,121.524676",1,295,中正第一分局,
一般住宅,大樓,WOA00321,梅花里,臺北市中正區林森北路9巷17號,"25.045605,121.524772",1,102,中正第一分局,
一般住宅,大樓,WOA00322,梅花里,臺北市中正區林森北路9巷20號,"25.045472,121.524887",1,237,中正第一分局,
一般住宅,大樓,WOA00323,梅花里,臺北市中正區林森北路9巷21號,"25.045596,121.524891",1,313,中正第一分局,
一般住宅,大樓,WOA00324,梅花里,臺北市中正區林森北路9巷22號,"25.045442,121.525022",1,168,中正第一分局,
一般住宅,大樓,WOA00325,梅花里,臺北市中正區林森北路9巷23號,"25.045552,121.525001",1,650,中正第一分局,
一般住宅,大樓,WOA00326,梅花里,臺北市中正區林森北路9巷5號,"25.045774,121.524152",1,1206,中正第一分局,
一般住宅,大樓,WOA00327,梅花里,臺北市中正區林森北路9巷6號,"25.045629,121.524056",1,696,中正第一分局,
一般住宅,大樓,WOA00328,梅花里,臺北市中正區林森北路7-1號,"25.045456,121.523668",1,137,中正第一分局,
一般住宅,大樓,WOA00490,梅花里,臺北市中正區紹興北街10號,"25.045506,121.525343",1,320,中正第一分局,
一般住宅,大樓,WOA00493,梅花里,臺北市中正區紹興北街8號,"25.04522,121.525268",1,271,中正第一分局,
一般住宅,大樓,WOA00987,梅花里,臺北市中正區紹興北街10號,"25.045506,121.525343",1,320,中正第一分局,
一般住宅,大樓,WOA01296,梅花里,臺北市中正區忠孝東路一段23號,"25.044746,121.524668",3,821,中正第一分局,
一般住宅,大樓,WOA01321,梅花里,臺北市中正區林森北路7號,"25.045456,121.523668",3,626,中正第一分局,
一般住宅,大樓,WOA01349,梅花里,臺北市中正區林森北路1號,"25.045124,121.523588",1,214,中正第一分局,
一般住宅,大樓,WOA00986,梅花里,臺北市中正區紹興北街8號,"25.04522,121.525268",1,271,中正第一分局,
一般住宅,大樓,WOA00188,梅花里,臺北市中正區忠孝東路一段31號,"25.044536,121.525336",1,223,中正第一分局,
一般住宅,大樓,WOA00189,梅花里,臺北市中正區忠孝東路一段35號,"25.044488,121.525536",1,281,中正第一分局,
一般住宅,大樓,WOA00190,梅花里,臺北市中正區忠孝東路一段41號,"25.044426,121.525783",1,180,中正第一分局,
一般住宅,大樓,WOA01536,梅花里,臺北市中正區忠孝東路一段49巷29號,"25.044958,121.52619",1,87,中正第一分局,
一般住宅,大樓,WOA00198,梅花里,臺北市中正區忠孝東路一段85號,"25.044255,121.526507",1,1228,中正第一分局,
一般住宅,大樓,WOA00199,梅花里,臺北市中正區忠孝東路一段85號,"25.044255,121.526507",3,1228,中正第一分局,
一般住宅,大樓,WOA00202,梅花里,臺北市中正區忠孝東路一段49巷21號,"25.044725,121.526132",1,248,中正第一分局,
一般住宅,大樓,WOA00203,梅花里,臺北市中正區忠孝東路一段49巷5號,"25.044582,121.52587",1,40,中正第一分局,
一般住宅,大樓,WOA00224,梅花里,臺北市中正區杭州北路22號,"25.044689,121.52692",1,263,中正第一分局,
一般住宅,大樓,WOA00491,梅花里,臺北市中正區紹興北街23號,"25.04502,121.525377",1,1531,中正第一分局,
一般住宅,大樓,WOA00494,梅花里,臺北市中正區紹興北街31巷26號,"25.045144,121.526202",1,188,中正第一分局,
一般住宅,大樓,WOA00495,梅花里,臺北市中正區紹興北街31巷28號,"25.045124,121.526287",1,124,中正第一分局,
一般住宅,大樓,WOA00496,梅花里,臺北市中正區紹興北街31巷37號,"25.044967,121.526362",1,284,中正第一分局,
一般住宅,大樓,WOA00497,梅花里,臺北市中正區紹興北街31巷39號,"25.044967,121.526362",1,216,中正第一分局,
一般住宅,大樓,WOA00995,梅花里,臺北市中正區紹興北街3號,"25.04477,121.525302",1,313,中正第一分局,
一般住宅,大樓,WOA01343,梅花里,臺北市中正區紹興北街5號,"25.044802,121.525313",1,364,中正第一分局,
一般住宅,大樓,WOA01352,梅花里,臺北市中正區忠孝東路一段39號,"25.044457,121.525658",1,164,中正第一分局,
一般住宅,大樓,WOA01363,梅花里,臺北市中正區忠孝東路一段43號,"25.044402,121.525874",1,482,中正第一分局,
一般住宅,大樓,WOA01441,梅花里,臺北市中正區杭州北路18號,"25.044459,121.526848",1,369,中正第一分局,
一般住宅,大樓,WOA00191,梅花里,臺北市中正區忠孝東路一段45號,"25.044392,121.525917",1,161,中正第一分局,
一般住宅,大樓,WOA00223,梅花里,臺北市中正區杭州北路1號,"25.044798,121.527244",2,462,中正第一分局,
一般住宅,大樓,WOA00003,梅花里,臺北市中正區八德路一段5號,"25.043883,121.530407",1,355,中正第一分局,
一般住宅,大樓,WOA00001,梅花里,臺北市中正區八德路一段23號,"25.044326,121.531081",4,1045,中正第一分局,
一般住宅,大樓,WOA00994,梅花里,臺北市中正區杭州北路3號,"25.044798,121.527244",2,9986,中正第一分局,
一般住宅,大樓,WOA01429,梅花里,臺北市中正區金山北路1號,"25.043935,121.530348",1,227,中正第一分局,
一般住宅,大樓,WOA01450,梅花里,臺北市中正區市民大道三段2號,"25.045632,121.531021",1,500,中正第一分局,
一般住宅,大樓,WOA01448,梅花里,臺北市中正區八德路一段1號,"25.043704,121.528695",1,337,中正第一分局,
一般住宅,大樓,WOA00210,梅花里,臺北市中正區忠孝東路二段123號,"25.042767,121.532413",4,1081,中正第一分局,
一般住宅,大樓,WOA00575,梅花里,臺北市中正區新生南路路一段6號,"25.044022,121.532622",3,697,中正第一分局,
一般住宅,大樓,WOA00570,梅花里,臺北市中正區新生南路路一段14號,"25.043375,121.532537",2,648,中正第一分局,
一般住宅,大樓,WOA00578,梅花里,臺北市中正區新生南路路一段12巷2號,"25.043645,121.532421",1,116,中正第一分局,
一般住宅,大樓,WOA00766,梅花里,臺北市中正區臨沂街3巷15號,"25.043337,121.531651",1,210,中正第一分局,
一般住宅,大樓,WOA00767,梅花里,臺北市中正區臨沂街3巷21號,"25.043299,121.531831",1,57,中正第一分局,
一般住宅,大樓,WOA00768,梅花里,臺北市中正區臨沂街3巷25號,"25.043281,121.531929",1,236,中正第一分局,
一般住宅,大樓,WOA01297,梅花里,臺北市中正區忠孝東路二段95號,"25.043042,121.530983",1,614,中正第一分局,
一般住宅,大樓,WOA00002,梅花里,臺北市中正區八德路一段46號,"25.043763,121.530868",1,180,中正第一分局,
一般住宅,大樓,WOA00004,梅花里,臺北市中正區八德路一段82巷18號,"25.0436,121.532172",1,164,中正第一分局,
一般住宅,大樓,WOA00005,梅花里,臺北市中正區八德路一段82巷24號,"25.0436,121.532172",1,317,中正第一分局,
一般住宅,大樓,WOA00138,梅花里,臺北市中正區忠孝東路二段85號,"25.043198,121.530458",2,134,中正第一分局,
一般住宅,大樓,WOA01537,梅花里,臺北市中正區忠孝東路二段87號,"25.043174,121.530567",2,610,中正第一分局,
一般住宅,大樓,WOA01482,梅花里,臺北市中正區八德路一段55號,"25.044405,121.532212",1,3450,中正第一分局,
一般住宅,TAIPEITECH,WOA01524,梅花里,臺北市中正區林森北路7號,"25.045655244482102,121.52382238439503",1,255,中正第一分局,
一般住宅,大樓,WOA01542,梅花里,臺北市中正區北平東路36號,"25.045928857666517,121.52582082510625",1,386,中正第一分局,
一般住宅,公寓,WOA00019,黎明里,臺北市中正區中山南路2巷5號,"25.017757,121.53157",1,327,中正第一分局,
一般住宅,公寓,WOA00098,黎明里,臺北市中正區公園路15-3號,"25.040579,121.516049",1,144,中正第一分局,
一般住宅,公寓,WOA00099,黎明里,臺北市中正區公園路15-3號,"25.040579,121.516049",2,1127,中正第一分局,
一般住宅,大樓,WOA00167,黎明里,臺北市中正區忠孝西路一段6號,"25.045826,121.518028",3,1202,中正第一分局,
一般住宅,公寓,WOA00377,黎明里,臺北市中正區青島西路11號,"25.044988,121.517767",2,906,中正第一分局,
一般住宅,公寓,WOA00956,黎明里,臺北市中正區青島西路7號,"25.044913,121.518182",1,83,中正第一分局,
一般住宅,大樓,WOA00957,黎明里,臺北市中正區忠孝西路一段4號,"25.045704,121.518493",1,2367,中正第一分局,
一般住宅,大樓,WOA00958,黎明里,臺北市中正區公園路13號,"25.04549,121.517403",1,83,中正第一分局,
一般住宅,大樓,WOA01175,黎明里,臺北市中正區公園路15-1號,"25.044729,121.517264",1,290,中正第一分局,
一般住宅,大樓,WOA01287,黎明里,臺北市中正區忠孝西路一段8號,"25.04588,121.517634",3,479,中正第一分局,
一般住宅,大樓,WOA01299,黎明里,臺北市中正區青島西路10號,"25.044684,121.517877",1,1588,中正第一分局,
一般住宅,公寓,WOA00104,黎明里,臺北市中正區公園路30-1號,"25.044291,121.516797",1,466,中正第一分局,
一般住宅,公寓,WOA00105,黎明里,臺北市中正區公園路32號,"25.044101,121.516754",1,123,中正第一分局,
一般住宅,公寓,WOA00106,黎明里,臺北市中正區公園路32號,"25.044101,121.516754",2,216,中正第一分局,
一般住宅,大樓,WOA01419,黎明里,臺北市中正區襄陽路3號,"25.043486,121.516139",1,131,中正第一分局,
一般住宅,公寓,WOA00170,黎明里,臺北市中正區忠孝西路一段29巷2號,"25.046379,121.518852",1,181,中正第一分局,
一般住宅,公寓,WOA00171,黎明里,臺北市中正區忠孝西路一段29巷1弄1號,"25.046222,121.519043",1,181,中正第一分局,
一般住宅,公寓,WOA00100,黎明里,臺北市中正區公園路26號,"25.044971,121.517002",1,143,中正第一分局,
一般住宅,公寓,WOA00116,黎明里,臺北市中正區公園路20巷12號,"25.045072,121.516583",1,226,中正第一分局,
一般住宅,公寓,WOA00117,黎明里,臺北市中正區公園路20巷9號,"25.045238,121.516712",1,42,中正第一分局,
一般住宅,大樓,WOA00162,黎明里,臺北市中正區忠孝西路一段36號,"25.046064,121.517043",2,2282,中正第一分局,
一般住宅,大樓,WOA00163,黎明里,臺北市中正區忠孝西路一段36號,"25.046064,121.517043",3,2282,中正第一分局,
一般住宅,公寓,WOA00389,黎明里,臺北市中正區信陽街5號,"25.044699,121.516806",1,352,中正第一分局,
一般住宅,公寓,WOA00390,黎明里,臺北市中正區信陽街9號,"25.044699,121.51661",1,250,中正第一分局,
一般住宅,公寓,WOA00508,黎明里,臺北市中正區許昌街26號,"25.045444,121.516426",1,424,中正第一分局,
一般住宅,公寓,WOA00507,黎明里,臺北市中正區許昌街19號,"25.045652,121.51654",1,868,中正第一分局,
一般住宅,公寓,WOA00943,黎明里,臺北市中正區公園路28號,"25.044851,121.516969",2,42,中正第一分局,
一般住宅,公寓,WOA00944,黎明里,臺北市中正區公園路20巷3號,"25.045234,121.516883",1,83,中正第一分局,
一般住宅,大樓,WOA00945,黎明里,臺北市中正區南陽街13號,"25.045037,121.516155",1,416,中正第一分局,
一般住宅,公寓,WOA00946,黎明里,臺北市中正區南陽街3號,"25.045421,121.516172",1,416,中正第一分局,
一般住宅,公寓,WOA00947,黎明里,臺北市中正區許昌街24號,"25.045442,121.516509",1,416,中正第一分局,
一般住宅,公寓,WOA00948,黎明里,臺北市中正區許昌街22號,"25.045442,121.516509",1,416,中正第一分局,
一般住宅,公寓,WOA00949,黎明里,臺北市中正區公園路28號,"25.044851,121.516969",1,416,中正第一分局,
一般住宅,公寓,WOA00950,黎明里,臺北市中正區公園路28巷9號,"25.044976,121.516724",1,416,中正第一分局,
一般住宅,公寓,WOA00951,黎明里,臺北市中正區公園路20巷17號,"25.045154,121.516346",1,25,中正第一分局,
一般住宅,公寓,WOA00952,黎明里,臺北市中正區公園路20巷19號,"25.045155,121.51627",1,25,中正第一分局,
一般住宅,公寓,WOA00953,黎明里,臺北市中正區公園路20巷14號,"25.045075,121.516523",1,25,中正第一分局,
一般住宅,公寓,WOA01525,黎明里,臺北市中正區忠孝西路一段80號,"25.046866,121.513766",1、2、3、4、5、6,907,中正第一分局,
一般住宅,大樓,WOA00168,黎明里,臺北市中正區忠孝西路一段66號,"25.046226,121.515302",5,292,中正第一分局,
一般住宅,公寓,WOA00422,黎明里,臺北市中正區南陽街8號,"25.045209,121.516057",2,182,中正第一分局,
一般住宅,公寓,WOA00671,黎明里,臺北市中正區館前路43號,"25.045334,121.515127",3,3261,中正第一分局,
一般住宅,公寓,WOA00672,黎明里,臺北市中正區館前路49號,"25.044962,121.515124",1,1219,中正第一分局,
一般住宅,公寓,WOA00874,黎明里,臺北市中正區許昌街42-1號,"25.045162,121.515624",1,2363,中正第一分局,
一般住宅,大樓,WOA00937,黎明里,臺北市中正區忠孝西路一段50號,"25.046303,121.515823",1,3261,中正第一分局,
一般住宅,公寓,WOA00938,黎明里,臺北市中正區南陽街6號,"25.045269,121.516058",1,292,中正第一分局,
一般住宅,公寓,WOA00939,黎明里,臺北市中正區館前路59號,"25.044768,121.515126",1,50,中正第一分局,
一般住宅,公寓,WOA00940,黎明里,臺北市中正區許昌街45號,"25.045162,121.515624",1,316,中正第一分局,
一般住宅,公寓,WOA00941,黎明里,臺北市中正區許昌街42號,"25.045451,121.51546",1,2363,中正第一分局,
一般住宅,公寓,WOA00942,黎明里,臺北市中正區許昌街30號,"25.045452,121.515879",1,253,中正第一分局,
一般住宅,公寓,WOA00385,黎明里,臺北市中正區信陽街16號,"25.044598,121.515708",1,240,中正第一分局,
一般住宅,公寓,WOA00386,黎明里,臺北市中正區信陽街18號,"25.044594,121.515642",2,348,中正第一分局,
一般住宅,公寓,WOA00421,黎明里,臺北市中正區南陽街50號,"25.043966,121.515995",2,612,中正第一分局,
一般住宅,公寓,WOA00878,黎明里,臺北市中正區襄陽路7號,"25.043534,121.515899",4,1685,中正第一分局,
一般住宅,大樓,WOA01178,黎明里,臺北市中正區南陽街50號,"25.043966,121.515995",2,425,中正第一分局,
一般住宅,公寓,WOA00547,黎明里,臺北市中正區開封街一段2號,"25.045914,121.51439",3,664,中正第一分局,
一般住宅,公寓,WOA00611,黎明里,臺北市中正區漢口街一段15號,"25.04522,121.514401",1,272,中正第一分局,
一般住宅,大樓,WOA00612,黎明里,臺北市中正區漢口街一段16號,"25.045086,121.514456",1,255,中正第一分局,
一般住宅,大樓,WOA00688,黎明里,臺北市中正區館前路2號,"25.046368,121.514883",2,759,中正第一分局,
一般住宅,大樓,WOA00669,黎明里,臺北市中正區館前路36號,"25.044564,121.514906",1,183,中正第一分局,
一般住宅,大樓,WOA00670,黎明里,臺北市中正區館前路42號,"25.044446,121.514909",3,365,中正第一分局,
一般住宅,大樓,WOA00673,黎明里,臺北市中正區館前路6號,"25.04612,121.514897",2,438,中正第一分局,
一般住宅,大樓,WOA00677,黎明里,臺北市中正區館前路8號,"25.045814,121.514895",1,851,中正第一分局,
一般住宅,大樓,WOA00851,黎明里,臺北市中正區懷寧街1號,"25.046437,121.514289",1,302,中正第一分局,
一般住宅,公寓,WOA00854,黎明里,臺北市中正區懷寧街17號,"25.045622,121.514251",2,247,中正第一分局,
一般住宅,大樓,WOA00856,黎明里,臺北市中正區懷寧街39號,"25.044765,121.514207",1,142,中正第一分局,
一般住宅,公寓,WOA00933,黎明里,臺北市中正區館前路20號,"25.045269,121.514903",1,100,中正第一分局,
一般住宅,公寓,WOA00934,黎明里,臺北市中正區漢口街一段3號,"25.045227,121.514546",1,100,中正第一分局,
一般住宅,大樓,WOA00935,黎明里,臺北市中正區館前路18號,"25.045403,121.514894",1,58,中正第一分局,
一般住宅,公寓,WOA00936,黎明里,臺北市中正區懷寧街7號,"25.046233,121.514281",1,58,中正第一分局,
一般住宅,公寓,WOA01180,黎明里,臺北市中正區館前路34號,"25.044665,121.514908",1,576,中正第一分局,
一般住宅,公寓,WOA01181,黎明里,臺北市中正區懷寧街53號,"25.044214,121.514236",1,366,中正第一分局,
一般住宅,公寓,WOA01182,黎明里,臺北市中正區懷寧街35號,"25.044899,121.514212",1,120,中正第一分局,
一般住宅,大樓,WOA01292,黎明里,臺北市中正區館前路12號,"25.045615,121.514897",4,673,中正第一分局,
一般住宅,公寓,WOA01452,黎明里,臺北市中正區忠孝西路一段72號,"25.046827,121.514062",2,169,中正第一分局,
一般住宅,公寓,WOA00424,黎明里,臺北市中正區重慶南路一段1號,"25.046793,121.513383",1,215,中正第一分局,
一般住宅,公寓,WOA00427,黎明里,臺北市中正區重慶南路一段13號,"25.046102,121.513372",1,181,中正第一分局,
一般住宅,公寓,WOA00461,黎明里,臺北市中正區重慶南路一段5巷1號,"25.046434,121.513459",1,40,中正第一分局,
一般住宅,公寓,WOA00928,黎明里,臺北市中正區開封街一段27號,"25.046061,121.513582",1,83,中正第一分局,
一般住宅,公寓,WOA00929,黎明里,臺北市中正區懷寧街10號,"25.046081,121.514118",1,36,中正第一分局,
一般住宅,公寓,WOA00930,黎明里,臺北市中正區重慶南路一段3號,"25.046534,121.513383",1,50,中正第一分局,
一般住宅,公寓,WOA00425,黎明里,臺北市中正區重慶南路一段115號,"25.042615,121.513322",1,165,中正第一分局,
一般住宅,大樓,WOA00451,黎明里,臺北市中正區重慶南路一段77號,"25.043944,121.513336",1,439,中正第一分局,
一般住宅,公寓,WOA00848,黎明里,臺北市中正區襄陽路8號,"25.043333,121.513459",2,329,中正第一分局,
一般住宅,公寓,WOA00860,黎明里,臺北市中正區懷寧街74號,"25.043576,121.514021",1,68,中正第一分局,
一般住宅,公寓,WOA01164,黎明里,臺北市中正區懷寧街64號,"25.043914,121.514034",1,83,中正第一分局,
一般住宅,公寓,WOA01165,黎明里,臺北市中正區襄陽路39號,"25.043537,121.513623",1,42,中正第一分局,
一般住宅,公寓,WOA01166,黎明里,臺北市中正區襄陽路37號,"25.043534,121.513676",1,25,中正第一分局,
一般住宅,公寓,WOA01167,黎明里,臺北市中正區襄陽路35號,"25.043533,121.513723",1,25,中正第一分局,
一般住宅,公寓,WOA01168,黎明里,臺北市中正區襄陽路33號,"25.043531,121.513774",1,25,中正第一分局,
一般住宅,公寓,WOA01169,黎明里,臺北市中正區襄陽路27號,"25.043533,121.513893",1,25,中正第一分局,
一般住宅,公寓,WOA01170,黎明里,臺北市中正區襄陽路29號,"25.043531,121.513831",1,42,中正第一分局,
