類別,建築物名稱,電腦編號,里別,座落,緯度,經度,新計算容量,轄管分局
"公有建築物","新竹高工","FNA01331","三民里","新竹市東區三民里中華路二段2號B1","24.809448","120.9830404","578","第二分局"
"公有建築物","建功國中","FNA01332","立功里","新竹市東區立功里11鄰建功二路17號B1","24.7979201","121.0022765","1435","第二分局"
"一般住宅","德安開發","FNA01335","立功里","新竹市東區立功里光復路2段2巷49號","24.7921828","121.0056446","939","第二分局"
"供公眾使用建築物","金山樓","FNA01338","金山里","新竹市東區金山里金山街2號","24.7783781","121.019395","452","第二分局"
"供公眾使用建築物","新竹汽車客運公司","FNA01344","榮光里","新竹市東區榮光里8鄰民族路2號B5","24.8025581","120.97194","1677","第二分局"
"供公眾使用建築物","矽品科技公司","FNA01347","金山里","新竹市東區金山里介壽路45號B1","24.7788146","121.0198442","525","第二分局"
"一般住宅","來金大樓","FNA01348","三民里","新竹市東區三民里東大路一段118號B1-B3","24.8060649","120.9739336","651","第二分局"
"公有建築物","國軍退輔會新竹榮民服務處","FNA01350","立功里","新竹市東區立功里11鄰建功二路61號","24.7991729","121.003188","757","第二分局"
"一般住宅","大樓","FNA01351","榮光里","新竹市東區榮光里民族路15號","24.803301","120.971699","200","第二分局"
"一般住宅","德安開發股份有限公司","FNA01352","光明里","新竹市東區光明里14鄰大學路1031號","24.7900827","120.9980834","413","第二分局"
"一般住宅","竣耀關東公寓大廈","FNA01354","仙水里","新竹市東區仙水里光復路一段72號B1","24.781462","121.0247","802","第二分局"
"一般住宅","大樓","FNA01355","科園里","新竹市東區科園里1鄰光復路一段683巷1弄3號","24.787477","121.005637","164","第二分局"
"一般住宅","先進開發","FNA01358","綠水里","新竹市東區綠水里4鄰食品路43號","24.7998929","120.981432","33","第二分局"
"供公眾使用建築物","桃苗汽車有限公司","FNA01364","東園里","新竹市東區東園里14鄰中華路一段305號","24.8097369","120.9844281","147","第二分局"
"一般住宅","東星駿業","FNA01366","東園里","新竹市東區東園里14鄰中華路二段51號B1","24.8085402","120.9821845","677","第二分局"
"供公眾使用建築物","互益科技","FNA01367","千甲里","新竹市東區千甲里10鄰水利路21號B1","24.8022372","121.0049776","1104","第二分局"
"供公眾使用建築物","旭家科技","FNA01370","千甲里","新竹市東區千甲里10鄰水利路81號B1","24.8044926","121.0057121","4468","第二分局"
"一般住宅","大樓","FNA01387","榮光里","新竹市東區榮光里3鄰民族路31號","24.803922","120.97196","286","第二分局"
"一般住宅","坤山麗池大樓","FNA01388","公園里","新竹市東區公園里17鄰公園路280號B1","24.8030009","120.9793015","1663","第二分局"
"一般住宅","大樓","FNA01389","復中里","新竹市東區復中里三民路97號","24.8096754","120.9778108","659","第二分局"
"一般住宅","山多士大樓","FNA01395","綠水里","新竹市東區綠水里10鄰光復路二段289號B3","24.7998455","120.9896942","1908","第二分局"
"一般住宅","大器四方大樓","FNA01412","公園里","新竹市東區公園里7鄰公園路326號B1-B2","24.801207","120.9763504","2189","第二分局"
"一般住宅","大砌大樓社區","FNA01432","公園里","新竹市東區公園里10鄰公園路328號B1-B2","24.8006702","120.9756105","1016","第二分局"
"一般住宅","一品博觀社區","FNA01448","綠水里","新竹市東區綠水里4鄰食品路41號B1","24.8000024","120.9813135","2831","第二分局"
"公有建築物","培英國中","FNA01454","建華里","新竹市東區建華里1鄰學府路4號","24.7943145","120.978035","1119","第二分局"
"一般住宅","大樓","FNA01466","復興里","新竹市東區復興里自由路95巷18弄19號","24.8134632","120.9789102","215","第二分局"
"公有建築物","三民國小","FNA01473","復興里","新竹市東區復興里10鄰自由路66號B1","24.8126349","120.9814029","1367","第二分局"
"一般住宅","大樓","FNA01475","三民里","新竹市東區三民里中華路二段162巷16號","24.8071817","120.9782882","102","第二分局"
"一般住宅","大樓","FNA01478","復興里","新竹市東區復興里自由路95巷18弄19號","24.8134632","120.9789102","444","第二分局"
"公有建築物","新竹高工","FNA01480","三民里","新竹市東區三民里中華路二段2號B1","24.809448","120.9830404","944","第二分局"
"公有建築物","東門國小","FNA01489","育賢里","新竹市東區育賢里民族路33號B1","24.8046376","120.9721473","471","第二分局"
"一般住宅","公寓","FNA01490","中正里","新竹市東區中正里中正路96巷16號B1","24.8057237","120.9701926","161","第二分局"
"公有建築物","清華大學","FNA01491","光明里","新竹市東區光明里7鄰光復路二段101號","24.792968","120.9931349","106","第二分局"
"一般住宅","璞石社區","FNA01492","仙水里","新竹市東區仙水里14鄰光復路一段335巷17弄12號B2","24.7816635","121.0183463","1402","第二分局"
"一般住宅","大樓","FNA01493","科園里","新竹市東區科園里5鄰科學園路107巷1號B1","24.7820058","121.0118819","1133","第二分局"
"一般住宅","大樓","FNA01494","新莊里","新竹市東區新莊里21鄰新莊街185巷37號","24.7883446","121.0166503","773","第二分局"
"公有建築物","新科國中","FNA01495","金山里","新竹市東區金山里光復路1段89巷88號B1","24.7802672","121.0241642","494","第二分局"
"一般住宅","新慶大樓","FNA01497","復中里","新竹市東區復中里4鄰民權路211號","24.8102971","120.9732342","423","第二分局"
"供公眾使用建築物","新日光能源科技","FNA01498","科園里","新竹市東區科園里24鄰力行三路7號","24.7734985","121.0208326","5808","第二分局"
"公有建築物","陽明交通大學","FNA01499","光明里","新竹市東區光明里大學路1001號","24.7884305","120.9986143","187","第二分局"
"公有建築物","清華大學","FNA01500","光明里","新竹市東區光明里7鄰光復路二段101號","24.792968","120.9931349","647","第二分局"
"一般住宅","月影國際會館","FNA01502","新莊里","新竹市東區新莊里11鄰關新路29號B2","24.7848042","121.0178701","14570","第二分局"
"一般住宅","大樓","FNA01503","豐功里","新竹市東區豐功里東美路89號","24.8019054","121.0008978","872","第二分局"
"一般住宅","芬蘭社區","FNA01504","新莊里","新竹市東區新莊里7鄰關新路19巷2號B1","24.7852455","121.0175175","6238","第二分局"
"一般住宅","一品大觀社區","FNA01505","東勢里","新竹市東區東勢里17鄰八德路233號B2","24.8034292","120.9857052","11529","第二分局"
"一般住宅","仰哲社區","FNA01506","中正里","新竹市東區中正里3鄰中正路96巷24號","24.8057588","120.9704688","166","第二分局"
"一般住宅","大樓","FNA01507","中正里","新竹市東區中正里3鄰中正路96巷1號","24.8060685","120.9705404","287","第二分局"
"公有建築物","科園國小-體育館","FNA01508","科園里","新竹市東區科園里7鄰科學園路171號B1-B2","24.7820058","121.0118819","1226","第二分局"
"供公眾使用建築物","馬偕醫院","FNA01510","光復里","新竹市東區光復里10鄰光復路二段690號B4-B5","24.8000704","120.9907507","1403","第二分局"
"一般住宅","迎曦世界花園社區大樓","FNA01512","錦華里","新竹市東區錦華里6鄰錦華街49號B1","24.8106396","120.9714788","1519","第二分局"
"一般住宅","北歐社區","FNA01513","新莊里","新竹市東區新莊里8鄰關新路19巷3號B2","24.7840781","121.0179097","5113","第二分局"
"一般住宅","大樓","FNA01514","光復里","新竹市東區光復里12鄰新光路42巷5號B1","24.8026353","120.9892677","1054","第二分局"
"一般住宅","城市光譜社區公寓大廈","FNA01515","新莊里","新竹市東區新莊里21鄰新莊街185巷80號B3","24.78837","121.0174243","2300","第二分局"
"一般住宅","昌禾原創社區","FNA01516","新莊里","新竹市東區新莊里6鄰關新西街192號B1","24.7887217","121.0196654","1439","第二分局"
"一般住宅","睿海社區","FNA01517","豐功里","新竹市東區豐功里32鄰公道五路二段315號B2-B3","24.8026199","120.9976321","13073","第二分局"
